id,name,manufacturer,manufacturerID,type,H,S,A,B,C28,C70,retention,USPtype,phase
466,Ultra Biphenyl,Restek,12,phenyl,0.66,-0.18,-0.28,0.04,0.2,0.72,3.9,L11,Phenyl
467,Ultra C1,Restek,12,B,0.61,-0.05,-0.4,0.01,-0.03,0.05,3.5,L13,C1
468,Ultra C4,Restek,12,B,0.73,-0.01,-0.27,0.01,0.03,0.31,5.2,L26,C4
469,Ultra Cyano,Restek,12,CN,0.4,-0.04,-0.8,-0.01,-0.11,0.62,1.6,L10,CN
470,Ultra IBD,Restek,12,EP,0.67,-0.03,-0.05,0.23,-0.56,0.86,4.6,L68,EP
471,Ultra II Aqueous C18,Restek,12,B,0.78,-0.15,0.32,0.01,0.46,1.16,7.4,L1,C18
472,Ultra II Aromax,Restek,12,phenyl,0.73,-0.19,-0.34,0.02,0.47,0.64,5.3,L11,Phenyl
473,Ultra II C18,Restek,12,B,1.04,0.02,-0.03,-0.01,0.26,0.18,10.8,L1,C18
474,Ultra II IBD,Restek,12,EP,0.67,-0.04,-0.02,0.22,-0.25,0.86,4,L68,EP
475,Ultra II PFP Propyl,Restek,12,F,0.67,-0.08,-0.3,0,0.76,1.21,4.3,L43,F
476,Ultra PFP,Restek,12,F,0.44,-0.05,-0.24,0.01,-0.22,0.15,1.6,L43,F
477,Ultra Phenyl,Restek,12,phenyl,0.58,-0.12,-0.33,0.03,0.04,0.43,3,L11,Phenyl
478,Ultra Quat,Restek,12,other,0.85,0.01,-0.17,0.01,0.02,0.13,7.3,,Other
479,Viva Biphenyl,Restek,12,phenyl,0.6,-0.18,-0.3,0.04,0.33,0.54,1.3,L11,Phenyl
480,Viva C18,Restek,12,A,0.98,0.01,-0.07,0.01,0.35,0.3,4,L1,C18
481,Viva C4,Restek,12,A,0.7,-0.01,-0.28,0.03,0.22,0.31,1.7,L26,C4
482,Viva C8,Restek,12,A,0.83,0,-0.22,0.03,0.26,0.22,2.6,L7,C8
483,Viva PFP Propyl,Restek,12,F,0.62,-0.06,-0.25,0.02,0.28,0.76,1.5,L43,F
484,XBridge C8,Waters,17,B,0.8,0.01,-0.29,0.01,0.12,0.06,3.4,L7,C8
485,ZirChrom-MS,ZirChrom,31,other,0.94,-0.17,-0.45,0.32,0.48,0.55,2,,Other
486,Zorbax Eclipse PAH,Agilent Technologies,1,B,1.03,-0.01,0.68,-0.05,0.07,1.4,5.9,L1,C18
488,Peerless Basic C-18,Chromatopak,37,B,0.98,-0.01,-0.15,-0.01,-0.16,-0.09,11.7,L1,C18
489,Peerless C-18,Chromatopak,37,B,0.99,-0.02,0.03,-0.01,0,0.45,10.2,L1,C18
490,Pursuit XRs C-18,Agilent Technologies/Varian,33,B,1.04,0.03,-0.12,-0.03,-0.01,-0.1,11.7,L1,C18
491,Pursuit XRs C-8,Agilent Technologies/Varian,33,B,0.88,0.02,-0.22,0,-0.15,-0.06,8.2,L7,C8
492,Pursuit XRs DP,Agilent Technologies/Varian,33,phenyl,0.63,-0.13,-0.43,0.03,0.04,0.39,4,,Phenyl
493,Biobond C18,Dikma Technologies,38,B,0.96,-0.02,-0.15,0,0.22,0.18,3.1,L1,C18
494,Biobond C4,Dikma Technologies,38,B,0.7,0,-0.31,0.02,0.14,0.18,1.4,L26,C4
495,Biobond C8,Dikma Technologies,38,B,0.82,0,-0.26,0.02,0.17,0.15,2,L7,C8
496,Inspire C18,Dikma Technologies,38,B,1.06,-0.05,-0.07,-0.04,-0.08,-0.1,11.2,L1,C18
497,Inspire C8,Dikma Technologies,38,B,0.88,-0.02,-0.21,0,-0.19,-0.01,8.1,L7,C8
498,Spursil C18,Dikma Technologies,38,A,0.96,0,-0.18,-0.04,0.42,0.76,9.1,L1,C18
499,Spursil C18-EP,Dikma Technologies,38,EP,0.83,0.1,-0.5,0.22,-1.12,0.89,8.9,L60,EP
500,Fortis C18,Fortis Technologies,41,B,0.96,-0.02,-0.18,0,-0.16,0.11,11,L1,C18
501,Fortis C8,Fortis Technologies,41,B,0.87,0.02,-0.22,0,-0.14,-0.04,8.2,L7,C8
502,Fortis Cyano,Fortis Technologies,41,CN,0.38,-0.05,-0.39,0.01,0.01,0.87,1.1,L10,CN
503,Fortis H2O,Fortis Technologies,41,EP,1.03,0.03,0.14,-0.02,0,0.1,10.5,,EP
504,Fortis Phenyl,Fortis Technologies,41,phenyl,0.61,-0.15,-0.4,0.03,0.08,0.77,4,L11,phenyl
505,Fortis UniverSil C18,Fortis Technologies,41,B,0.92,-0.02,-0.12,0.04,0.23,0.25,5.4,L1,C18
506,Fortis UniverSil HS C18,Fortis Technologies,41,B,0.99,-0.01,-0.11,-0.01,-0.06,0.08,10.6,L1,C18
507,Inertsil C8-4,GL Sciences,27,B,0.67,-0.03,-0.38,-0.01,-0.09,-0.15,4.5,L7,C8
508,Prosphere C18 300A,Grace/Alltech,42,A,0.9,-0.01,0.17,0.01,0.57,1.26,2.2,L1,C18
509,Vydac 218MSC18,Grace/Vydac,16,B,0.88,-0.01,0.29,0,0.17,0.82,1.6,L1,C18
510,Vydac C18 Monomeric,Grace/Vydac,16,B,0.97,0.04,0.03,0,0.13,0.27,2.2,L1,C18
511,Cadenza CD-C18,Imtakt,47,B,1.05,0.03,0.08,-0.02,0.11,0.04,9.9,L1,C18
513,Ultra II Biphenyl,Restek,12,phenyl,0.65,-0.19,-0.27,0.04,0.43,0.76,3.9,L11,Phenyl
514,Sepax HP-C18(2),Sepax Technologies,20,B,0.95,-0.02,-0.18,0,-0.13,0.05,11.3,L1,C18
515,apHera C18 Polymer,Supelco,24,B,0.83,-0.01,-1.1,0,-0.55,7.51,6.3,L67,C18
516,Ascentis ES Cyano,Supelco,24,CN,0.54,-0.1,-0.49,0.01,0.13,-0.44,2.9,L10,CN
517,Ascentis Express Peptide ES-C18,Supelco,24,B,0.91,-0.04,0.26,0.01,0.19,0.81,3.6,,C18
518,Ascentis Express Phenyl-Hexyl,Supelco,24,phenyl,0.79,-0.08,-0.26,-0.01,0.09,0.48,3.5,L11,Phenyl
519,HSS C18,Waters,17,B,1.02,0.03,-0.13,-0.02,0.05,0,8.6,L1,C18
520,HSS C18 SB,Waters,17,B,0.73,-0.12,0.4,0.02,0.4,1.41,4,L1,C18
521,HSS T3,Waters,17,B,0.94,-0.02,-0.17,0,0.03,0.18,7.9,L1,C18
522,YMC-Triart C18,YMC,18,B,0.92,-0.02,-0.19,-0.03,-0.02,-0.13,9.4,L1,C18
523,Endeavorsil C18,Dikma Technologies,38,B,1.02,0.04,-0.09,-0.02,-0.07,0,4.05,L1,C18
524,Leapsil C18,Dikma Technologies,38,B,1.05,0.04,-0.07,-0.03,-0.02,-0.05,10.51,L1,C18
525,LaChrom C18,Hitachi High-Tech,53,B,0.99,0.01,-0.15,0,-0.27,-0.12,8.2,L1,C18
526,LaChrom C18-AQ,Hitachi High-Tech,53,B,0.9,-0.02,-0.13,0.01,-0.32,0.19,6.8,L1,C18
527,LaChrom C18-NE,Hitachi High-Tech,53,B,0.96,-0.02,0.36,0,0.13,0.77,7.6,L1,C18
528,LaChrom C8,Hitachi High-Tech,53,B,0.85,0.02,-0.19,0.01,-0.41,-0.02,5.4,L7,C8
529,LaChrom CN,Hitachi High-Tech,53,CN,0.42,-0.06,-0.37,0,-0.02,0.79,1.13,L10,CN
530,LaChrom Ph,Hitachi High-Tech,53,phenyl,0.59,-0.1,-0.32,0.02,0,0.45,2.51,L11,Phenyl
531,Kinetex C8,Phenomenex,11,B,0.86,0.01,-0.2,0,-0.08,0,3.5,L7,C8
532,Kinetex XB-C18,Phenomenex,11,B,0.97,-0.01,-0.08,0.02,-0.04,0.3,4.9,L1,C18
533,HALO Peptide ES-C18,Advanced Materials Technology,26,B,0.89,-0.059,0.25,0.024,0.177,0.819,3,L1,C18
534,Hitachi LaChrom C18-PM,Hitachi High-Tech,53,B,1.127,0.069,-0.019,-0.068,-0.267,-0.144,12.4,L1,C18
535,Ace 5 C18-PFP,ACT,23,B,0.899,-0.021,-0.246,-0.08,-0.001,-0.995,5.9,L1,C18
536,HALO PFP,Advanced Materials Technology,26,B,0.702,-0.117,-0.073,-0.062,1.168,0.972,2.3,L43,F
537,Ultra PFP Propyl,Restek,12,F,0.622,-0.102,-0.314,-0.035,0.456,1.047,4.5,L43,F
538,Ultra Aromax,Restek,12,phenyl,0.741,-0.179,-0.375,0.021,0.195,0.375,5.6,L11,Phenyl
539,Shim-pack XR-C8,Shimadzu,32,B,0.862,0.01,-0.16,0.017,-0.044,0.217,3.689,L7,C8
540,Shim-pack XR-ODS,Shimadzu,32,B,1.009,0.032,-0.106,-0.018,-0.061,0.17,5.741,L1,C18
541,Shim-pack XR-Phenyl,Shimadzu,32,phenyl,0.705,-0.08,-0.264,0.01,-0.021,0.486,2.656,L11,Phenyl
542,XSelect CSH C18,Waters,17,B,0.954,-0.002,-0.179,0.118,0.082,0.171,5.62,L1,C18
543,XSelect CSH Fluoro-Phenyl,Waters,17,F,0.498,-0.138,-0.052,0.055,-0.321,0.793,1.413,L43,F
544,XSelect CSH Phenyl-Hexyl,Waters,17,phenyl,0.708,-0.059,-0.435,0.129,-0.068,0.223,2.865,L11,Phenyl
545,InertSustain C18,GL Sciences,27,B,1.01,0.055,-0.152,-0.087,-0.081,-0.195,11.399,L1,C18
"546,Venusil ASB C18,""Bonna-Agela Technologies, Inc."",,B,0.824,-0.066,0.166,0.05,0.047,0.644,3.883,L1,C18"
"547,Venusil ASB C8,""Bonna-Agela Technologies, Inc."",,B,0.677,-0.078,-0.001,0.044,0.119,0.569,2.424,L7,C8"
"548,Durashell C18,""Bonna-Agela Technologies, Inc."",,B,1.042,0.041,-0.066,-0.038,-0.191,-0.174,10.556,L1,C18"
"549,Innoval C18,""Bonna-Agela Technologies, Inc."",,B,1.046,0.049,-0.024,-0.034,-0.066,0.027,6.731,L1,C18"
"550,Unisol C18,""Bonna-Agela Technologies, Inc."",,B,0.95,-0.017,-0.108,-0.009,-0.108,0.092,10.176,L1,C18"
"551,Venusil XBP C18(2),""Bonna-Agela Technologies, Inc."",,B,1.01,0.007,-0.081,-0.022,-0.116,0.072,11.451,L1,C18"
"552,Venusil XBP C18(L),""Bonna-Agela Technologies, Inc."",,B,0.945,0.025,-0.135,-0.002,0.152,0.318,5.123,L1,C18"
553,Shodex C18-4D,Showa Denko,,B,1.007,0.027,0.021,-0.01,-0.11,0.107,8.207,L1,C18
"554,Venusil HLP,""Bonna-Agela Technologies, Inc."",,EP,0.547,-0.015,-0.649,0.254,-0.926,1.636,3.801,L60,EP"
"555,Venusil XBP CN,""Bonna-Agela Technologies, Inc."",,CN,0.45,-0.053,-0.631,-0.013,-0.018,0.737,1.94,L10,CN"
556,Zodiac C18(1),Zodiac Life Sciences,52,B,0.973,0.008,-0.124,0.019,0.204,0.156,5.091,L1,C18
557,Zodiac C18,Zodiac Life Sciences,52,B,1.066,0.052,-0.069,-0.039,-0.184,-0.152,11.626,L1,C18
558,Kinetex Phenyl-Hexyl,Phenomenex,11,phenyl,0.795,-0.091,-0.258,0.016,0.062,0.236,3.49,L11,Phenyl
559,Ultimate XB-C18,Welch,60,B,1.005,0.011,-0.046,0.001,0.118,0.133,9.39,L1,C18
560,Ultimate XB-C8,Welch,60,B,0.835,0.001,-0.074,0.028,0.069,0.281,5.55,L7,C8
561,Ultimate XB-Phenyl,Welch,60,phenyl,0.651,-0.108,-0.25,0.032,0.15,0.476,3.45,L11,Phenyl
562,Xselect HSS Cyano,Waters,17,CN,0.479,-0.116,-0.224,0.043,0.082,1.18,1.76,L10,CN
563,Ultisil XB-Phenyl,Welch,60,phenyl,0.651,-0.108,-0.273,0.032,0.144,0.466,3.53,L11,Phenyl
564,Ultisil XB-C8,Welch,60,B,0.841,0.001,-0.108,0.027,0.063,0.244,5.87,L7,C8
565,Ultisil XB-C18,Welch,60,B,1.009,0.012,-0.016,0.005,0.118,0.142,9.44,L1,C18
566,Ultisil AQ-C18,Welch,60,B,0.872,-0.037,-0.072,0.031,0.054,0.323,6.61,L1,C18
567,Xtimate C8,Welch,60,B,0.855,-0.014,-0.185,0.008,0.013,0.173,6.26,L7,C8
568,Xtimate C18,Welch,60,B,1,-0.001,-0.083,-0.011,0.155,0.283,8.99,1,C18
569,Ultimate AQ-C18,Welch,60,B,0.868,-0.033,-0.055,0.029,0.058,0.363,6.51,L1,C18
570,Topsil C18,Welch,60,B,0.972,-0.011,-0.019,0.009,0.124,0.312,7.37,L1,C18
571,Chromolith Performance RP-8e,Merck KGaA (EMD Millipore)Ê,9,B,0.833,-0.014,-0.01,0.014,0.071,0.572,2.41,L7,C8
572,Chromolith HighResolution RP-18e,Merck KGaA (EMD Millipore)Ê,9,B,0.999,0.019,0.017,-0.001,0.206,0.285,3.41,L1,C18
573,Cosmicsil Aura ODS,Genius Technologies,,B,0.948,-0.04,-0.185,0.009,-0.047,0.089,11.7,L1,C18
574,Cosmicsil AQ C18 120,Genius Technologies,,B,0.958,-0.039,-0.072,0.013,0.133,0.295,9.19,L1,C18
575,Cosmicsil Aster C18 XD,Genius Technologies,,B,1.076,0.038,0.042,-0.024,-0.086,0.084,13.5,L1,C18
576,Cosmicsil Agate 100 C18,Genius Technologies,,B,1.024,-0.026,-0.07,0.009,0.048,0.263,13,L1,C18
577,Cosmicsil Adore 100 CN,Genius Technologies,,B,0.339,-0.067,-0.488,0.008,0.099,0.901,0.561,L10,CN
578,Symmetry C4,Waters,17,B,0.687,-0.012,-0.29,0.022,0.217,0.305,1.41,L26,C4
579,Shim-pack XR-ODS II,Shimadzu,,B,1.086,0.039,0.076,-0.026,-0.006,0.204,12.85,L1,C18
580,Xselect HSS PFP,Waters,17,F,0.592,-0.164,0.146,-0.02,0.74,1.774,3.35,L43,F
581,Nucleodur PAH C18,Macherey Nagel,,B,1.006,0.008,0.574,-0.022,0.343,1.216,8.74,L1,C18
582,Nucleodur POLARTEC C18,Macherey Nagel,,B,0.858,0.168,-0.259,0.351,-3.398,-0.787,7.67,L1,C18
583,Monitor C18,Orochem,,B,0.981,-0.004,-0.131,0.001,0.021,0.063,9.13,L1,C18
584,Matrix C18,Orochem,63,B,0.934,-0.046,0.068,-0.003,0.071,0.765,11.42,L1,C18
585,Orosil C18,Orochem,63,B,0.981,-0.032,-0.137,0.002,-0.048,0.155,12.61,L1,C18
586,Polar C18,Orochem,63,B,1.043,-0.086,0.645,-0.035,1.071,1.557,10.17,L1,C18
587,Reliasil C18,Orochem,63,B,0.879,-0.004,0.326,0.048,0.592,0.822,8.97,L1,C18
588,InertSustain C8,GL Sciences,27,B,0.868,-0.005,-0.27,-0.021,-0.035,-0.122,8.59,L7,C8
589,InertSustain Phenyl,GL Sciences,27,phenyl,0.569,-0.135,-0.375,0.035,-0.044,0.32,3.37,L11,Phenyl
590,Nucleoshell RP 18,Macherey Nagel,,B,1.109,0.036,0.077,-0.04,0.082,0.266,7.5,L1,C18
591,Nucleodur HTEC C18,Macherey Nagel,,B,1.045,0.038,-0.022,-0.015,-0.482,0.136,11.7,L1,C18
592,Nucleodur PFP,Macherey Nagel,,F,0.712,-0.059,-0.265,-0.036,0.023,0.81,4.8,L43,F
"593,Balancil C18,""Bonna-Agela Technologies, Inc."",,B,0.918,-0.037,-0.17,0.025,0.109,0.734,7.97,L1,C18"
"594,Venusil XBP Phenyl-Hexyl,""Bonna-Agela Technologies, Inc."",,phenyl,0.678,-0.17,0.128,0.034,0.156,1.203,5.487,L11,Phenyl"
"595,Venusil PFP,""Bonna-Agela Technologies, Inc."",,F,0.519,-0.158,0.12,0.011,0.35,1.144,2.763,L43,F"
"596,Venusil XBP Polar-Phenyl,""Bonna-Agela Technologies, Inc."",,phenyl,0.552,-0.214,0.016,0.052,-0.034,1.066,3.19,L11,Phenyl"
"597,Promosil  C18,""Bonna-Agela Technologies, Inc."",,B,1.064,0.036,-0.068,-0.012,-0.002,-0.09,11.533,L1,C18"
"598,Venusil XBP Phenyl,""Bonna-Agela Technologies, Inc."",,phenyl,0.626,-0.118,-0.234,0.02,0.024,0.776,4.151,L11,Phenyl"
599,Halo 5 C18,Advanced Materials Technology,26,B,1.148,0.055,0.025,-0.055,0.073,0.1,7.031,L1,C18
600,Halo ES-CN,Advanced Materials Technology,26,B,0.566,-0.11,-0.344,0.021,0.126,1.152,1.88,L10,CN
601,Halo 5 PFP,Advanced Materials Technology,26,B,0.711,-0.122,-0.07,-0.052,1.159,1.847,2.725,L43,F
602,Athena C8,CNW Technologies,,B,0.831,-0.021,-0.166,0.009,0.026,0.274,6.43,L7,C8
603,Athena C18,CNW Technologies,,B,0.997,0.002,-0.03,-0.013,0.094,0.265,9.82,L1,C18
604,Athena C18-WP,CNW Technologies,,B,0.953,-0.03,-0.203,-0.003,-0.052,0.066,11.1,L1,C18
605,Athena Phenyl,CNW Technologies,,phenyl,0.587,-0.114,-0.396,0.033,0.067,0.345,2.52,L11,Phenyl
606,Cosmicsil Adze C18,Genius Technologies,,B,0.997,-0.019,-0.138,-0.013,-0.082,0.069,12.7,L1,C18
607,Cosmicsil BDS C18,Genius Technologies,,B,0.854,-0.035,0.195,-0.012,0.476,0.929,3.79,L1,C18
608,Syncronis C18,Thermo/Hypersil,51,B,1.043,-0.003,-0.086,-0.019,-0.026,0.038,13,L1,C18
609,Syncronis C8,Thermo/Hypersil,51,B,0.84,-0.024,-0.227,0.01,-0.058,0.116,7.99,L7,C8
610,Syncronis aQ,Thermo/Hypersil,51,EP,0.984,-0.004,-0.1,-0.038,0.066,1.077,10.2,L60,EP
611,Syncronis Phenyl,Thermo/Hypersil,51,phenyl,0.75,-0.082,-0.32,0.008,-0.031,0.176,6.36,L11,Phenyl
612,Hypersil GOLD C4,Thermo/Hypersil,51,B,0.705,-0.003,-0.285,0.026,0.11,0.235,2.19,L26,C4
613,Hypersil GOLD Phenyl,Thermo/Hypersil,51,phenyl,0.65,-0.091,-0.362,0.03,0.161,0.416,2,L11,Phenyl
614,Hypersil GOLD CN,Thermo/Hypersil,51,CN,0.397,-0.035,-0.886,-0.019,-0.069,0.66,0.75,L10,CN
615,Accucore XL C18,Thermo/Hypersil,51,B,1.089,0.059,0.051,-0.038,0.086,0.384,5.22,L1,C18
616,Accucore XL C8,Thermo/Hypersil,51,B,0.926,0.02,-0.161,-0.001,0.02,-0.432,4.63,L7,C8
617,Accucore C18,Thermo/Hypersil,51,B,1.092,0.054,0.055,-0.04,0.072,0.095,6.5,L1,C18
618,Accucore C8,Thermo/Hypersil,51,B,0.924,0.015,-0.084,-0.003,0.002,0.186,5.2,L7,C8
619,Accucore C30,Thermo/Hypersil,51,B,0.978,-0.02,-0.143,-0.002,0.321,0.462,4.52,L62,C30
620,Accucore 150-C18,Thermo/Hypersil,51,B,1.027,0.046,-0.037,-0.009,0.2,0.171,4.45,L1,C18
621,Accucore 150-C4,Thermo/Hypersil,51,B,0.738,-0.008,-0.309,0.023,0.13,0.224,2.17,L26,C4
622,Accucore aQ,Thermo/Hypersil,51,EP,1.071,0.05,0.002,-0.059,0.06,0.508,5.46,L60,EP
623,Accucore Phenyl-X,Thermo/Hypersil,51,phenyl,0.781,-0.103,-0.554,0.044,-0.294,-0.082,3.64,L11,Phenyl
624,Accucore Phenyl-Hexyl,Thermo/Hypersil,51,phenyl,0.786,-0.047,-0.223,0.006,0.055,0.574,3.6,L11,Phenyl
625,Accucore PFP,Thermo/Hypersil,51,F,0.729,-0.098,-0.249,-0.036,0.873,1.655,3.22,L43,F
626,Accucore RP-MS,Thermo/Hypersil,51,B,1,0.024,-0.015,-0.006,0.027,0.057,6.2,,
627,Accucore Polar Premium,Thermo/Hypersil,51,EP,0.871,0.103,-0.567,0.217,-0.207,0.787,5.6,L60,EP
628,Acclaim C30,Thermo/Hypersil,51,B,0.973,-0.022,-0.126,0.004,0.353,0.32,5.52,L62,C30
629,Acclaim Phenyl-1,Thermo/Hypersil,51,phenyl,0.689,-0.15,-0.548,0.068,0.013,0.15,4.27,L11,Phenyl
630,Ascentis Express F5,Supelco,24,F,0.721,-0.124,0.067,-0.074,1.059,1.839,3.25,L43,F
631,Ascentis Express 5 F5,Supelco,24,F,0.711,-0.118,-0.097,-0.067,1.056,1.705,2.85,L43,F
632,Ascentis Express 5 C18,Supelco,24,B,1.125,0.053,0.053,-0.05,0.084,0.197,6.56,L1,C18
633,Halo 5 C8,Advanced Materials Technology,26,B,0.92,0.017,-0.118,-0.002,-0.002,0.205,4.6,L7,C8
634,Halo 5 Phenyl-Hexyl,Advanced Materials Technology,26,B,0.799,-0.091,-0.295,-0.004,0.115,0.429,3.29,L11,Phenyl
635,Ascentis Express ES-CN,Supelco,24,CN,0.565,-0.098,-0.415,0.014,0.031,1.043,1.88,L10,CN
636,Halo 5 ES-CN,Advanced Materials Technology,26,B,0.558,-0.102,-0.492,0.012,0.081,0.967,1.61,L10,CN
637,Poroshell 120 EC-C18,Agilent Technologies,1,B,1.023,0.008,-0.13,-0.004,0.161,0.123,6.92,L1,C18
638,Poroshell 120 EC-C8,Agilent Technologies,1,B,0.877,0.011,-0.232,0.023,0.127,0.09,4.84,L7,C8
639,Poroshell 120 EC-CN,Agilent Technologies,1,CN,0.421,-0.057,-0.476,0.002,0.045,0.87,0.95,L10,CN
640,Poroshell 120 Phenyl-Hexyl,Agilent Technologies,1,phenyl,0.752,-0.083,-0.394,0.018,0.136,0.14,3.59,L11,Phenyl
641,Poroshell 120 Bonus-RP,Agilent Technologies,1,EP,0.686,-0.03,-0.573,0.18,-0.67,-0.017,3.98,L60,EP
642,Poroshell 120 SB-C18,Agilent Technologies,1,B,0.956,-0.041,0.168,0.025,0.21,0.763,5.44,L1,C18
643,Poroshell 120 SB-C8,Agilent Technologies,1,B,0.726,-0.087,0.068,0.044,0.087,0.807,3.56,L7,C8
644,Poroshell 120 SB-AQ,Agilent Technologies,1,EP,0.581,-0.12,-0.133,0.051,-0.014,0.67,2.15,L60,EP
645,Titan C18,Supelco,24,C18,1.011,0.004,-0.084,-0.047,-0.052,0.088,10.11,L1,C18
646,Cosmosil piNap,Nacalai Tesque,10,phenyl,0.665,-0.176,-0.258,0.034,0.188,0.789,3.48,L11,phenyl
647,Cosmosil 5PYE,Nacalai Tesque,10,Other,0.671,-0.271,-0.283,0.092,0.521,1.318,3.81,,Other
648,Excel SuperC18,ACT,23,C18,0.997,-0.003,-0.201,-0.013,0.03,0.009,9.92,L1,C18
649,Excel CN-ES,ACT,23,CN,0.811,-0.005,-0.429,-0.01,-0.052,0.153,3.74,L10,CN
650,Excel C18-Amide,ACT,23,EP,0.791,0.023,-0.489,0.199,-0.06,0.176,5.86,,EP
651,UltraCore SuperPhenylHexyl,ACT,23,phenyl,0.809,-0.074,-0.347,-0.014,-0.014,-0.007,3.7,L11,phenyl
652,Ultracore SuperC18,ACT,23,B,1.093,0.03,-0.111,-0.05,-0.029,0.028,6.92,L1,C18
653,Flare C18,Diamond Analytics,53,Other,0.806,-0.073,-0.47,0.841,-1.48,2.41,0.75,,Other
654,Cosmicsil Agate RP C8,Genius Technologies,,B,0.846,-0.008,-0.178,0.022,0.034,0.262,7.16,L7,C8
655,Cosmicsil APT C18,Genius Technologies,,B,1.023,0.004,-0.064,-0.007,0.135,0.196,10.43,L1,C18
656,Cosmicsil Glory C18,Genius Technologies,,B,1.001,0.007,-0.17,0.003,0.172,0.222,9.38,L1,C18
657,Cosmicsil Abra C18,Genius Technologies,,B,0.81,0.031,-0.482,0.214,-0.178,0.139,8.16,L1,C18
658,Cosmicsil Agate RP C18,Genius Technologies,,B,1.021,0.017,-0.007,-0.007,0.185,0.23,10.61,L1,C18
659,Kinetex Biphenyl 100A,Phenomenex,11,phenyl,0.697,-0.173,-0.583,0.034,0.122,0.817,2.63,L11,Phenyl
660,Aeris WIDEPORE XB-C8,Phenomenex,11,B,0.788,-0.038,-0.169,0.073,-0.042,0.518,1.23,L7,C8
661,Aeris WIDEPORE XB-C18,Phenomenex,11,B,0.934,-0.032,-0.134,0.068,0.073,0.36,1.81,L1,C18
662,Aeris WIDEPORE XB-C4,Phenomenex,11,B,0.699,-0.021,-0.31,0.017,0.084,0.195,0.91,L26,C4
663,Aeris PEPTIDE XB-C18,Phenomenex,11,B,0.992,-0.021,-0.095,0.016,0.071,0.314,5.65,L1,C18
664,Primesep A,SIELC,54,Other,0.57,-0.199,0.057,0.032,2.732,2.6,1.57,,Other
665,Primesep B,SIELC,54,Other,0.497,-0.004,0.034,0.584,-1.869,-1.357,0.91,,Other
666,Primesep C,SIELC,54,Other,0.513,-0.146,-0.265,0.124,1.038,1.547,1.85,,Other
667,Cortecs C18,Waters,17,B,1.075,0.043,-0.108,-0.037,0.063,0.035,6.39,L1,C18
668,Cortecs C18+,Waters,17,B,1.037,-0.005,0.175,0.026,-0.033,0.537,6.54,L1,C18
669,Sunshell RP-AQUA,Chromanik,55,C28,0.898,-0.04,-0.272,0.013,0.127,0.095,4.02,L62,C28
670,Sunshell C18,Chromanik,55,B,1.086,0.028,-0.124,-0.056,-0.043,-0.084,7.79,L1,C18
671,Sunshell Phenyl,Chromanik,55,phenyl,0.813,-0.076,-0.323,-0.017,-0.061,-0.09,4.161,L11,Phenyl
672,Sunshell C8,Chromanik,55,B,0.907,0.007,-0.235,-0.028,-0.065,-0.126,4.7,L7,C8
673,Sunshell PFP,Chromanik,55,fluoro,0.663,-0.176,0.14,-0.076,1.106,2.143,2.46,L43,F
674,Sunniest C8,Chromanik,55,B,0.845,0.005,-0.304,-0.002,0.036,-0.018,5.7,L7,C8
675,Sunniest PhE,Chromanik,55,phenyl,0.656,-0.085,-0.469,0.008,0.044,-0.022,3.24,L11,Phenyl
676,Sunniest RP-AQUA,Chromanik,55,C28,0.958,-0.024,-0.21,-0.008,0.142,0.098,8.49,L62,C28
677,Sunniest C18,Chromanik,55,B,1.021,0.01,-0.169,-0.023,0.089,0.803,9.62,L1,C18
678,Sunniest PFP,Chromanik,55,fluoro,0.615,-0.15,-0.049,-0.04,1.1,1.8,2.97,L43,F
679,Kinetex EVO C18,Phenomenex,11,B,1.008,-0.006,-0.17,-0.024,-0.11,-0.01,4.38,L1,C18
680,Flare C18+,Diamond Analytics,53,Other,1.137,-0.31,0.73,0.97,-0.51,1.2,0.27,,Other
681,Primesil C8,Wesley Technologies Inc,56,B,0.857,-0.014,-0.2,0.018,-0.052,0.17,8.2,L7,C8
682,Primesil C18 5 micron,Wesley Technologies Inc,56,B,1.04,-0.002,-0.043,-0.013,0.015,0.15,12.4,L1,C18
683,Primesil C18 3 micron,Wesley Technologies Inc,56,B,1.02,0.025,-0.06,-0.001,0.014,0.12,9,L1,C18
684,Primesil ODS-P,Wesley Technologies Inc,56,EP,0.752,0.09,-0.67,0.042,-0.24,-0.015,8.7,L60,EP
685,Primesil C18-2,Wesley Technologies Inc,56,B,1,-0.004,-0.057,-0.006,0.109,0.18,10.3,L1,C18
686,Kinetex F5,Phenomenex,11,fluoro,0.725,-0.064,-0.32,-0.046,0.11,2.66,3.03,L43,F
687,Selectra Aqueous C18,UCT,57,B,0.78,-0.11,0.011,0.011,0.076,1.15,6.79,L60,EP
688,Selectra C18,UCT,57,B,1.05,0.032,0.006,-0.017,0.015,0.026,11.8,L1,C18
689,Selectra PFPP,UCT,57,fluoro,0.674,-0.081,-0.33,-0.033,0.43,1.26,4.63,L43,F
690,InertSustain AQ-C18,GL Sciences,27,B,0.939,-0.05,-0.23,0.001,-0.003,-0.095,10.7,L1,C18
691,InertSustain Phenylhexyl,GL Sciences,27,phenyl,0.743,-0.043,-0.37,-0.015,-0.109,-0.204,5.92,L11,Phenyl
692,InertSustainSwift C18,GL Sciences,27,B,0.882,-0.013,-0.31,-0.001,0.13,0.074,4.74,L1,C18
